number,value,datetime_start,datetime_complete,duration,params_Max_iter,params_SearchAgents_no,params_ap,params_e_loss,params_lb,params_s_force,params_ub,state,SearchAgents_no,Max_iter,s_force,e_loss,ap,lb,ub,best_value,record_type
547.0,0.0,2024-04-12 12:59:47.744941,2024-04-12 12:59:48.062966,0 days 00:00:00.318025,40.0,100.0,0.12000000000000001,0.05,-20.0,0.54,30.0,COMPLETE,,,,,,,,,
548.0,0.0,2024-04-12 12:59:48.063939,2024-04-12 12:59:48.189965,0 days 00:00:00.126026,10.0,20.0,0.74,0.39,-10.0,0.98,70.0,COMPLETE,,,,,,,,,
549.0,0.0,2024-04-12 12:59:48.191939,2024-04-12 12:59:48.397964,0 days 00:00:00.206025,30.0,60.0,0.16,0.31,0.0,0.72,40.0,COMPLETE,,,,,,,,,
550.0,0.0,2024-04-12 12:59:48.398940,2024-04-12 12:59:48.680964,0 days 00:00:00.282024,80.0,40.0,0.1,0.43,-50.0,0.28,100.0,COMPLETE,,,,,,,,,
551.0,0.0,2024-04-12 12:59:48.682940,2024-04-12 12:59:48.897965,0 days 00:00:00.215025,50.0,40.0,0.7,0.17,-40.0,0.56,60.0,COMPLETE,,,,,,,,,
552.0,0.0,2024-04-12 12:59:48.898940,2024-04-12 12:59:49.070938,0 days 00:00:00.171998,90.0,10.0,0.96,0.45,-80.0,0.84,80.0,COMPLETE,,,,,,,,,
553.0,0.0,2024-04-12 12:59:49.071939,2024-04-12 12:59:49.263831,0 days 00:00:00.191892,30.0,50.0,0.82,0.51,-20.0,0.38,60.0,COMPLETE,,,,,,,,,
554.0,0.0,2024-04-12 12:59:49.265528,2024-04-12 12:59:49.413896,0 days 00:00:00.148368,20.0,30.0,0.8,0.75,-100.0,0.22,10.0,COMPLETE,,,,,,,,,
555.0,0.0,2024-04-12 12:59:49.414885,2024-04-12 12:59:49.738900,0 days 00:00:00.324015,40.0,90.0,0.6799999999999999,0.55,-30.0,0.16,70.0,COMPLETE,,,,,,,,,
556.0,0.0,2024-04-12 12:59:49.739900,2024-04-12 12:59:49.904896,0 days 00:00:00.164996,10.0,100.0,0.84,0.03,-20.0,0.78,50.0,COMPLETE,,,,,,,,,
557.0,0.0,2024-04-12 12:59:49.905886,2024-04-12 12:59:50.128874,0 days 00:00:00.222988,30.0,70.0,0.66,0.05,-40.0,0.14,30.0,COMPLETE,,,,,,,,,
558.0,0.0,2024-04-12 12:59:50.130875,2024-04-12 12:59:50.364911,0 days 00:00:00.234036,100.0,20.0,0.62,0.39,0.0,0.45999999999999996,90.0,COMPLETE,,,,,,,,,
559.0,0.0,2024-04-12 12:59:50.366875,2024-04-12 12:59:50.505874,0 days 00:00:00.138999,30.0,10.0,0.54,0.61,-30.0,0.96,20.0,COMPLETE,,,,,,,,,
560.0,0.0,2024-04-12 12:59:50.507875,2024-04-12 12:59:50.657898,0 days 00:00:00.150023,20.0,30.0,1.0,0.79,-50.0,0.62,100.0,COMPLETE,,,,,,,,,
561.0,0.0,2024-04-12 12:59:50.658873,2024-04-12 12:59:50.941902,0 days 00:00:00.283029,40.0,80.0,0.72,0.41000000000000003,-90.0,0.66,70.0,COMPLETE,,,,,,,,,
562.0,0.0,2024-04-12 12:59:50.942875,2024-04-12 12:59:51.165897,0 days 00:00:00.223022,50.0,40.0,0.36,0.53,-20.0,0.7,90.0,COMPLETE,,,,,,,,,
563.0,0.0,2024-04-12 12:59:51.166874,2024-04-12 12:59:51.384875,0 days 00:00:00.218001,30.0,60.0,0.14,0.49,-10.0,1.0,60.0,COMPLETE,,,,,,,,,
564.0,0.0,2024-04-12 12:59:51.385874,2024-04-12 12:59:51.556696,0 days 00:00:00.170822,10.0,100.0,0.86,0.67,-40.0,0.32,80.0,COMPLETE,,,,,,,,,
565.0,0.0,2024-04-12 12:59:51.558671,2024-04-12 12:59:51.823693,0 days 00:00:00.265022,60.0,50.0,0.78,0.01,-60.0,0.33999999999999997,40.0,COMPLETE,,,,,,,,,
566.0,0.0,2024-04-12 12:59:51.824670,2024-04-12 12:59:52.085693,0 days 00:00:00.261023,30.0,90.0,0.74,0.77,-20.0,0.86,70.0,COMPLETE,,,,,,,,,
567.0,0.0,2024-04-12 12:59:52.086669,2024-04-12 12:59:52.247669,0 days 00:00:00.161000,40.0,20.0,0.94,0.85,-30.0,0.82,80.0,COMPLETE,,,,,,,,,
568.0,0.0,2024-04-12 12:59:52.249670,2024-04-12 12:59:52.378670,0 days 00:00:00.129000,20.0,10.0,0.88,0.35000000000000003,-30.0,0.5,50.0,COMPLETE,,,,,,,,,
569.0,0.0,2024-04-12 12:59:52.380672,2024-04-12 12:59:52.625690,0 days 00:00:00.245018,80.0,30.0,0.58,0.7100000000000001,-20.0,0.58,0.0,COMPLETE,,,,,,,,,
570.0,0.0,2024-04-12 12:59:52.626696,2024-04-12 12:59:52.765694,0 days 00:00:00.138998,10.0,40.0,0.4,0.93,-10.0,0.6,40.0,COMPLETE,,,,,,,,,
571.0,0.0,2024-04-12 12:59:52.766668,2024-04-12 12:59:52.990671,0 days 00:00:00.224003,30.0,70.0,0.7,0.33,-70.0,0.9,100.0,COMPLETE,,,,,,,,,
572.0,0.0,2024-04-12 12:59:52.991668,2024-04-12 12:59:53.218167,0 days 00:00:00.226499,100.0,20.0,0.5,0.89,-50.0,0.1,10.0,COMPLETE,,,,,,,,,
573.0,0.0,2024-04-12 12:59:53.219190,2024-04-12 12:59:53.555930,0 days 00:00:00.336740,40.0,100.0,0.32,0.23,-40.0,0.52,60.0,COMPLETE,,,,,,,,,
574.0,0.0,2024-04-12 12:59:53.557034,2024-04-12 12:59:53.809565,0 days 00:00:00.252531,50.0,50.0,0.38,0.45,0.0,0.88,70.0,COMPLETE,,,,,,,,,
575.0,0.0,2024-04-12 12:59:53.810565,2024-04-12 12:59:54.206808,0 days 00:00:00.396243,90.0,60.0,0.6,0.47000000000000003,-90.0,0.16,50.0,COMPLETE,,,,,,,,,
576.0,0.0,2024-04-12 12:59:54.208786,2024-04-12 12:59:54.336783,0 days 00:00:00.127997,20.0,10.0,0.64,0.81,-20.0,0.94,80.0,COMPLETE,,,,,,,,,
577.0,0.0,2024-04-12 12:59:54.337847,2024-04-12 12:59:54.584785,0 days 00:00:00.246938,30.0,80.0,0.56,0.5700000000000001,-80.0,0.98,90.0,COMPLETE,,,,,,,,,
578.0,0.0,2024-04-12 12:59:54.586785,2024-04-12 12:59:54.934782,0 days 00:00:00.347997,50.0,90.0,0.24000000000000002,0.15000000000000002,-60.0,0.54,70.0,COMPLETE,,,,,,,,,
579.0,0.0,2024-04-12 12:59:54.936784,2024-04-12 12:59:55.095809,0 days 00:00:00.159025,70.0,10.0,0.76,0.65,-10.0,0.76,20.0,COMPLETE,,,,,,,,,
580.0,0.0,2024-04-12 12:59:55.096784,2024-04-12 12:59:55.268785,0 days 00:00:00.172001,10.0,100.0,0.92,0.75,-30.0,0.42000000000000004,60.0,COMPLETE,,,,,,,,,
581.0,0.0,2024-04-12 12:59:55.269783,2024-04-12 12:59:55.493784,0 days 00:00:00.224001,60.0,30.0,0.2,0.43,-100.0,0.18,30.0,COMPLETE,,,,,,,,,
582.0,0.0,2024-04-12 12:59:55.494783,2024-04-12 12:59:55.642812,0 days 00:00:00.148029,30.0,20.0,0.8,0.06999999999999999,-20.0,0.48,80.0,COMPLETE,,,,,,,,,
583.0,0.0,2024-04-12 12:59:55.644784,2024-04-12 12:59:55.844878,0 days 00:00:00.200094,40.0,40.0,0.1,0.05,-10.0,0.12000000000000001,100.0,COMPLETE,,,,,,,,,
584.0,0.0,2024-04-12 12:59:55.845851,2024-04-12 12:59:56.067853,0 days 00:00:00.222002,30.0,60.0,0.14,0.41000000000000003,-40.0,0.64,90.0,COMPLETE,,,,,,,,,
585.0,0.0,2024-04-12 12:59:56.069853,2024-04-12 12:59:56.199876,0 days 00:00:00.130023,20.0,10.0,0.66,0.51,-20.0,0.6799999999999999,50.0,COMPLETE,,,,,,,,,
586.0,0.0,2024-04-12 12:59:56.201852,2024-04-12 12:59:56.344875,0 days 00:00:00.143023,10.0,50.0,0.16,0.27,0.0,1.0,60.0,COMPLETE,,,,,,,,,
587.0,0.0,2024-04-12 12:59:56.345876,2024-04-12 12:59:56.607853,0 days 00:00:00.261977,40.0,70.0,0.84,0.37,-30.0,0.22,70.0,COMPLETE,,,,,,,,,
588.0,0.0,2024-04-12 12:59:56.609854,2024-04-12 12:59:57.097875,0 days 00:00:00.488021,70.0,100.0,0.33999999999999997,0.49,-50.0,0.26,80.0,COMPLETE,,,,,,,,,
589.0,0.0,2024-04-12 12:59:57.099852,2024-04-12 12:59:57.247853,0 days 00:00:00.148001,30.0,20.0,0.48,0.19,-30.0,0.14,90.0,COMPLETE,,,,,,,,,
590.0,0.0,2024-04-12 12:59:57.249854,2024-04-12 12:59:57.449877,0 days 00:00:00.200023,50.0,30.0,0.44000000000000006,0.73,-20.0,0.82,10.0,COMPLETE,,,,,,,,,
591.0,0.0,2024-04-12 12:59:57.450853,2024-04-12 12:59:57.621873,0 days 00:00:00.171020,100.0,10.0,0.74,0.03,-10.0,0.36,60.0,COMPLETE,,,,,,,,,
592.0,0.0,2024-04-12 12:59:57.623852,2024-04-12 12:59:58.031012,0 days 00:00:00.407160,60.0,90.0,0.82,0.8300000000000001,-40.0,0.86,40.0,COMPLETE,,,,,,,,,
593.0,0.0,2024-04-12 12:59:58.031987,2024-04-12 12:59:58.191987,0 days 00:00:00.160000,20.0,40.0,0.52,0.63,-30.0,0.72,70.0,COMPLETE,,,,,,,,,
594.0,0.0,2024-04-12 12:59:58.193986,2024-04-12 12:59:58.398010,0 days 00:00:00.204024,30.0,50.0,0.9,0.75,-20.0,0.62,50.0,COMPLETE,,,,,,,,,
595.0,0.0,2024-04-12 12:59:58.399986,2024-04-12 12:59:58.689985,0 days 00:00:00.289999,40.0,80.0,0.78,0.39,-60.0,0.92,100.0,COMPLETE,,,,,,,,,
596.0,0.0,2024-04-12 12:59:58.690985,2024-04-12 12:59:58.843006,0 days 00:00:00.152021,10.0,60.0,0.6799999999999999,0.01,-50.0,0.8,20.0,COMPLETE,,,,,,,,,
597.0,0.0,2024-04-12 12:59:58.844986,2024-04-12 12:59:59.015010,0 days 00:00:00.170024,30.0,30.0,0.72,0.53,-20.0,0.66,30.0,COMPLETE,,,,,,,,,
598.0,0.0,2024-04-12 12:59:59.015986,2024-04-12 12:59:59.427011,0 days 00:00:00.411025,80.0,70.0,0.12000000000000001,0.09,-70.0,0.45999999999999996,60.0,COMPLETE,,,,,,,,,
599.0,0.0,2024-04-12 12:59:59.428984,2024-04-12 12:59:59.565985,0 days 00:00:00.137001,30.0,10.0,0.30000000000000004,0.79,0.0,0.74,80.0,COMPLETE,,,,,,,,,
600.0,0.0,2024-04-12 12:59:59.567986,2024-04-12 12:59:59.736013,0 days 00:00:00.168027,40.0,20.0,0.96,0.45,-30.0,0.78,50.0,COMPLETE,,,,,,,,,
601.0,0.0,2024-04-12 12:59:59.736984,2024-04-12 12:59:59.967755,0 days 00:00:00.230771,20.0,100.0,0.22,0.6900000000000001,-10.0,0.28,90.0,COMPLETE,,,,,,,,,
602.0,0.0,2024-04-12 12:59:59.969375,2024-04-12 13:00:00.112780,0 days 00:00:00.143405,10.0,40.0,0.86,0.47000000000000003,-90.0,0.4,0.0,COMPLETE,,,,,,,,,
603.0,0.0,2024-04-12 13:00:00.114755,2024-04-12 13:00:00.367758,0 days 00:00:00.253003,50.0,50.0,0.28,0.25,-40.0,0.56,70.0,COMPLETE,,,,,,,,,
604.0,0.0,2024-04-12 13:00:00.369756,2024-04-12 13:00:00.591782,0 days 00:00:00.222026,100.0,20.0,0.58,0.03,-20.0,0.30000000000000004,100.0,COMPLETE,,,,,,,,,
605.0,0.0,2024-04-12 13:00:00.593757,2024-04-12 13:00:00.776781,0 days 00:00:00.183024,30.0,40.0,0.12000000000000001,0.31,-50.0,0.38,70.0,COMPLETE,,,,,,,,,
606.0,0.0,2024-04-12 13:00:00.777757,2024-04-12 13:00:01.021756,0 days 00:00:00.243999,70.0,30.0,0.7,0.91,-80.0,0.9,60.0,COMPLETE,,,,,,,,,
607.0,0.0,2024-04-12 13:00:01.023755,2024-04-12 13:00:01.224776,0 days 00:00:00.201021,20.0,80.0,0.18,0.43,0.0,0.2,10.0,COMPLETE,,,,,,,,,
608.0,0.0,2024-04-12 13:00:01.225754,2024-04-12 13:00:01.394755,0 days 00:00:00.169001,90.0,10.0,0.76,0.21000000000000002,-40.0,0.52,90.0,COMPLETE,,,,,,,,,
609.0,0.0,2024-04-12 13:00:01.396757,2024-04-12 13:00:01.733755,0 days 00:00:00.336998,40.0,100.0,0.1,0.97,-20.0,0.94,40.0,COMPLETE,,,,,,,,,
610.0,0.0,2024-04-12 13:00:01.734755,2024-04-12 13:00:02.148329,0 days 00:00:00.413574,60.0,90.0,0.8,0.77,-10.0,0.12000000000000001,80.0,COMPLETE,,,,,,,,,
611.0,0.0,2024-04-12 13:00:02.149329,2024-04-12 13:00:02.362437,0 days 00:00:00.213108,30.0,60.0,0.64,0.87,-100.0,0.86,60.0,COMPLETE,,,,,,,,,
612.0,0.0,2024-04-12 13:00:02.363413,2024-04-12 13:00:02.520437,0 days 00:00:00.157024,30.0,20.0,0.62,0.61,-30.0,0.7,70.0,COMPLETE,,,,,,,,,
613.0,0.0,2024-04-12 13:00:02.522414,2024-04-12 13:00:02.650437,0 days 00:00:00.128023,10.0,10.0,1.0,0.15000000000000002,-20.0,0.88,50.0,COMPLETE,,,,,,,,,
614.0,0.0,2024-04-12 13:00:02.651412,2024-04-12 13:00:02.852440,0 days 00:00:00.201028,50.0,30.0,0.24000000000000002,0.55,-20.0,0.96,40.0,COMPLETE,,,,,,,,,
615.0,0.0,2024-04-12 13:00:02.854413,2024-04-12 13:00:03.079433,0 days 00:00:00.225020,40.0,50.0,0.72,0.29000000000000004,-10.0,0.84,80.0,COMPLETE,,,,,,,,,
616.0,0.0,2024-04-12 13:00:03.081413,2024-04-12 13:00:03.264440,0 days 00:00:00.183027,30.0,40.0,0.6,0.41000000000000003,-30.0,0.16,20.0,COMPLETE,,,,,,,,,
617.0,0.0,2024-04-12 13:00:03.265413,2024-04-12 13:00:03.436437,0 days 00:00:00.171024,10.0,100.0,0.86,0.13,-90.0,0.44000000000000006,70.0,COMPLETE,,,,,,,,,
618.0,0.0,2024-04-12 13:00:03.437412,2024-04-12 13:00:03.585441,0 days 00:00:00.148029,40.0,10.0,0.9,0.7100000000000001,-40.0,0.64,100.0,COMPLETE,,,,,,,,,
619.0,0.0,2024-04-12 13:00:03.587413,2024-04-12 13:00:03.793437,0 days 00:00:00.206024,20.0,70.0,0.98,0.49,-60.0,0.32,60.0,COMPLETE,,,,,,,,,
620.0,0.0,2024-04-12 13:00:03.794411,2024-04-12 13:00:04.027437,0 days 00:00:00.233026,20.0,100.0,0.52,0.5700000000000001,0.0,0.6799999999999999,30.0,COMPLETE,,,,,,,,,
621.0,0.0,2024-04-12 13:00:04.029411,2024-04-12 13:00:04.362918,0 days 00:00:00.333507,70.0,60.0,0.82,0.06999999999999999,-50.0,0.33999999999999997,90.0,COMPLETE,,,,,,,,,
622.0,0.0,2024-04-12 13:00:04.364896,2024-04-12 13:00:04.537921,0 days 00:00:00.173025,50.0,20.0,0.4,0.11,-30.0,0.48,0.0,COMPLETE,,,,,,,,,
623.0,0.0,2024-04-12 13:00:04.538895,2024-04-12 13:00:04.788916,0 days 00:00:00.250021,80.0,30.0,0.6799999999999999,0.65,-20.0,0.58,50.0,COMPLETE,,,,,,,,,
624.0,0.0,2024-04-12 13:00:04.789896,2024-04-12 13:00:04.929919,0 days 00:00:00.140023,30.0,10.0,0.16,0.05,-80.0,0.18,70.0,COMPLETE,,,,,,,,,
625.0,0.0,2024-04-12 13:00:04.931895,2024-04-12 13:00:05.206894,0 days 00:00:00.274999,40.0,70.0,0.94,0.37,-70.0,0.1,60.0,COMPLETE,,,,,,,,,
626.0,0.0,2024-04-12 13:00:05.207894,2024-04-12 13:00:05.458915,0 days 00:00:00.251021,30.0,80.0,0.74,0.43,-10.0,0.92,80.0,COMPLETE,,,,,,,,,
627.0,0.0,2024-04-12 13:00:05.460894,2024-04-12 13:00:05.803981,0 days 00:00:00.343087,100.0,40.0,0.45999999999999996,0.51,-20.0,0.76,50.0,COMPLETE,,,,,,,,,
628.0,0.0,2024-04-12 13:00:05.805896,2024-04-12 13:00:05.961918,0 days 00:00:00.156022,60.0,10.0,0.78,0.33,0.0,0.98,90.0,COMPLETE,,,,,,,,,
629.0,0.0,2024-04-12 13:00:05.962891,2024-04-12 13:00:06.229915,0 days 00:00:00.267024,30.0,90.0,0.36,0.81,-40.0,0.5,10.0,COMPLETE,,,,,,,,,
630.0,0.0,2024-04-12 13:00:06.231894,2024-04-12 13:00:06.382400,0 days 00:00:00.150506,10.0,50.0,0.42000000000000004,0.17,-30.0,0.24000000000000002,100.0,COMPLETE,,,,,,,,,
631.0,0.0,2024-04-12 13:00:06.384055,2024-04-12 13:00:06.548910,0 days 00:00:00.164855,40.0,20.0,0.84,0.23,-100.0,0.66,70.0,COMPLETE,,,,,,,,,
632.0,0.0,2024-04-12 13:00:06.550885,2024-04-12 13:00:06.706908,0 days 00:00:00.156023,20.0,30.0,0.66,0.9500000000000001,-20.0,0.14,80.0,COMPLETE,,,,,,,,,
633.0,0.0,2024-04-12 13:00:06.707885,2024-04-12 13:00:06.985107,0 days 00:00:00.277222,50.0,60.0,0.88,0.77,-50.0,0.54,20.0,COMPLETE,,,,,,,,,
634.0,0.0,2024-04-12 13:00:06.987086,2024-04-12 13:00:07.481020,0 days 00:00:00.493934,70.0,100.0,0.56,0.67,-10.0,0.2,60.0,COMPLETE,,,,,,,,,
635.0,0.0,2024-04-12 13:00:07.482020,2024-04-12 13:00:07.751264,0 days 00:00:00.269244,30.0,90.0,0.7,0.01,-30.0,0.12000000000000001,70.0,COMPLETE,,,,,,,,,
636.0,0.0,2024-04-12 13:00:07.753289,2024-04-12 13:00:08.064290,0 days 00:00:00.311001,90.0,40.0,0.14,0.73,-40.0,0.4,40.0,COMPLETE,,,,,,,,,
637.0,0.0,2024-04-12 13:00:08.066268,2024-04-12 13:00:08.217291,0 days 00:00:00.151023,10.0,50.0,0.5,0.47000000000000003,-20.0,0.56,50.0,COMPLETE,,,,,,,,,
638.0,0.0,2024-04-12 13:00:08.218266,2024-04-12 13:00:08.552423,0 days 00:00:00.334157,40.0,100.0,0.1,0.09,-20.0,0.74,60.0,COMPLETE,,,,,,,,,
639.0,0.0,2024-04-12 13:00:08.553401,2024-04-12 13:00:08.691655,0 days 00:00:00.138254,20.0,10.0,0.26,0.05,-10.0,1.0,100.0,COMPLETE,,,,,,,,,
640.0,0.0,2024-04-12 13:00:08.693627,2024-04-12 13:00:08.852654,0 days 00:00:00.159027,30.0,20.0,0.8,0.39,-50.0,0.82,90.0,COMPLETE,,,,,,,,,
641.0,0.0,2024-04-12 13:00:08.853628,2024-04-12 13:00:09.111571,0 days 00:00:00.257943,80.0,30.0,0.76,0.8300000000000001,0.0,0.88,30.0,COMPLETE,,,,,,,,,
642.0,0.0,2024-04-12 13:00:09.113544,2024-04-12 13:00:09.303513,0 days 00:00:00.189969,20.0,60.0,0.32,0.91,-30.0,0.32,80.0,COMPLETE,,,,,,,,,
643.0,0.0,2024-04-12 13:00:09.305490,2024-04-12 13:00:09.536554,0 days 00:00:00.231064,100.0,20.0,0.2,0.53,-40.0,0.6,90.0,COMPLETE,,,,,,,,,
644.0,0.0,2024-04-12 13:00:09.537553,2024-04-12 13:00:09.794713,0 days 00:00:00.257160,30.0,80.0,0.38,0.59,-60.0,0.72,0.0,COMPLETE,,,,,,,,,
645.0,0.0,2024-04-12 13:00:09.795712,2024-04-12 13:00:10.050810,0 days 00:00:00.255098,60.0,40.0,0.82,0.45,-80.0,0.8,60.0,COMPLETE,,,,,,,,,
646.0,0.0,2024-04-12 13:00:10.052784,2024-04-12 13:00:10.200808,0 days 00:00:00.148024,40.0,10.0,0.18,0.85,-70.0,0.36,20.0,COMPLETE,,,,,,,,,
647.0,0.0,2024-04-12 13:00:10.201790,2024-04-12 13:00:10.596784,0 days 00:00:00.394994,50.0,100.0,0.66,0.41000000000000003,-30.0,0.7,60.0,COMPLETE,,,,,,,,,
648.0,0.0,2024-04-12 13:00:10.597783,2024-04-12 13:00:10.803228,0 days 00:00:00.205445,30.0,50.0,0.78,0.19,-20.0,0.42000000000000004,70.0,COMPLETE,,,,,,,,,
649.0,0.0,2024-04-12 13:00:10.805206,2024-04-12 13:00:10.938230,0 days 00:00:00.133024,10.0,10.0,0.48,0.35000000000000003,-90.0,0.9,50.0,COMPLETE,,,,,,,,,
650.0,0.0,2024-04-12 13:00:10.940209,2024-04-12 13:00:11.158206,0 days 00:00:00.217997,30.0,60.0,0.54,0.79,-50.0,0.86,100.0,COMPLETE,,,,,,,,,
651.0,0.0,2024-04-12 13:00:11.159206,2024-04-12 13:00:11.357231,0 days 00:00:00.198025,20.0,70.0,0.96,0.63,-10.0,0.44000000000000006,80.0,COMPLETE,,,,,,,,,
652.0,0.0,2024-04-12 13:00:11.359208,2024-04-12 13:00:11.544206,0 days 00:00:00.184998,40.0,30.0,0.74,0.03,-20.0,0.18,40.0,COMPLETE,,,,,,,,,
653.0,0.0,2024-04-12 13:00:11.545236,2024-04-12 13:00:11.838227,0 days 00:00:00.292991,70.0,40.0,0.84,0.27,0.0,0.22,50.0,COMPLETE,,,,,,,,,
654.0,0.0,2024-04-12 13:00:11.840207,2024-04-12 13:00:12.010209,0 days 00:00:00.170002,10.0,90.0,0.28,0.75,-10.0,0.16,70.0,COMPLETE,,,,,,,,,
655.0,0.0,2024-04-12 13:00:12.011207,2024-04-12 13:00:12.245229,0 days 00:00:00.234022,30.0,70.0,0.92,0.49,-30.0,0.96,30.0,COMPLETE,,,,,,,,,
656.0,0.0,2024-04-12 13:00:12.246206,2024-04-12 13:00:12.406227,0 days 00:00:00.160021,60.0,10.0,0.12000000000000001,0.43,-40.0,0.76,60.0,COMPLETE,,,,,,,,,
657.0,0.0,2024-04-12 13:00:12.408205,2024-04-12 13:00:12.950489,0 days 00:00:00.542284,100.0,80.0,0.7,0.01,-20.0,0.52,70.0,COMPLETE,,,,,,,,,
658.0,0.0,2024-04-12 13:00:12.951490,2024-04-12 13:00:13.138517,0 days 00:00:00.187027,40.0,30.0,0.62,0.7100000000000001,-30.0,0.64,80.0,COMPLETE,,,,,,,,,
659.0,0.0,2024-04-12 13:00:13.140489,2024-04-12 13:00:13.343516,0 days 00:00:00.203027,30.0,50.0,0.72,0.47000000000000003,-60.0,0.48,90.0,COMPLETE,,,,,,,,,
660.0,0.0,2024-04-12 13:00:13.345491,2024-04-12 13:00:13.707490,0 days 00:00:00.361999,50.0,90.0,0.44000000000000006,0.39,-100.0,0.14,30.0,COMPLETE,,,,,,,,,
661.0,0.0,2024-04-12 13:00:13.708491,2024-04-12 13:00:13.855517,0 days 00:00:00.147026,20.0,20.0,0.76,0.61,-20.0,0.62,60.0,COMPLETE,,,,,,,,,
662.0,0.0,2024-04-12 13:00:13.857491,2024-04-12 13:00:14.244516,0 days 00:00:00.387025,50.0,100.0,0.33999999999999997,0.17,-40.0,0.84,10.0,COMPLETE,,,,,,,,,
663.0,0.0,2024-04-12 13:00:14.245516,2024-04-12 13:00:14.427516,0 days 00:00:00.182000,90.0,10.0,0.14,0.99,-10.0,0.94,70.0,COMPLETE,,,,,,,,,
664.0,0.0,2024-04-12 13:00:14.429489,2024-04-12 13:00:14.583516,0 days 00:00:00.154027,10.0,40.0,0.9,0.6900000000000001,-20.0,0.26,100.0,COMPLETE,,,,,,,,,
665.0,0.0,2024-04-12 13:00:14.584515,2024-04-12 13:00:14.805517,0 days 00:00:00.221002,30.0,60.0,0.64,0.05,0.0,0.78,50.0,COMPLETE,,,,,,,,,
666.0,0.0,2024-04-12 13:00:14.807490,2024-04-12 13:00:15.080316,0 days 00:00:00.272826,80.0,30.0,0.8,0.55,-30.0,0.1,90.0,COMPLETE,,,,,,,,,
667.0,0.0,2024-04-12 13:00:15.082295,2024-04-12 13:00:15.252321,0 days 00:00:00.170026,40.0,20.0,0.86,0.21000000000000002,-90.0,0.33999999999999997,80.0,COMPLETE,,,,,,,,,
668.0,0.0,2024-04-12 13:00:15.253296,2024-04-12 13:00:15.697321,0 days 00:00:00.444025,60.0,100.0,0.58,0.51,-70.0,0.66,40.0,COMPLETE,,,,,,,,,
669.0,0.0,2024-04-12 13:00:15.699296,2024-04-12 13:00:15.844319,0 days 00:00:00.145023,30.0,10.0,0.82,0.45,-80.0,0.54,20.0,COMPLETE,,,,,,,,,
670.0,0.0,2024-04-12 13:00:15.845294,2024-04-12 13:00:16.058295,0 days 00:00:00.213001,40.0,40.0,0.6799999999999999,0.25,-50.0,1.0,0.0,COMPLETE,,,,,,,,,
671.0,0.0,2024-04-12 13:00:16.059296,2024-04-12 13:00:16.224295,0 days 00:00:00.164999,20.0,30.0,0.52,0.73,-20.0,0.6799999999999999,70.0,COMPLETE,,,,,,,,,
672.0,0.0,2024-04-12 13:00:16.226294,2024-04-12 13:00:16.366319,0 days 00:00:00.140025,10.0,20.0,0.6,0.06999999999999999,-10.0,0.9,60.0,COMPLETE,,,,,,,,,
673.0,0.0,2024-04-12 13:00:16.368297,2024-04-12 13:00:16.569297,0 days 00:00:00.201000,30.0,50.0,0.88,0.13,-30.0,0.30000000000000004,90.0,COMPLETE,,,,,,,,,
674.0,0.0,2024-04-12 13:00:16.571297,2024-04-12 13:00:16.822316,0 days 00:00:00.251019,30.0,70.0,0.1,0.77,-20.0,0.38,80.0,COMPLETE,,,,,,,,,
675.0,0.0,2024-04-12 13:00:16.823316,2024-04-12 13:00:16.963317,0 days 00:00:00.140001,20.0,10.0,0.36,0.31,-40.0,0.88,100.0,COMPLETE,,,,,,,,,
676.0,0.0,2024-04-12 13:00:16.965296,2024-04-12 13:00:17.523304,0 days 00:00:00.558008,100.0,80.0,0.5,0.89,-50.0,0.12000000000000001,50.0,COMPLETE,,,,,,,,,
677.0,0.0,2024-04-12 13:00:17.524305,2024-04-12 13:00:18.035304,0 days 00:00:00.510999,70.0,100.0,0.98,0.81,0.0,0.98,60.0,COMPLETE,,,,,,,,,
678.0,0.0,2024-04-12 13:00:18.036305,2024-04-12 13:00:18.250305,0 days 00:00:00.214000,40.0,40.0,0.16,0.65,-60.0,0.6,40.0,COMPLETE,,,,,,,,,
679.0,0.0,2024-04-12 13:00:18.251305,2024-04-12 13:00:18.530307,0 days 00:00:00.279002,50.0,60.0,0.30000000000000004,0.11,-30.0,0.45999999999999996,70.0,COMPLETE,,,,,,,,,
680.0,0.0,2024-04-12 13:00:18.532305,2024-04-12 13:00:18.801330,0 days 00:00:00.269025,30.0,90.0,0.72,0.37,-70.0,0.5,10.0,COMPLETE,,,,,,,,,
681.0,0.0,2024-04-12 13:00:18.803306,2024-04-12 13:00:18.956329,0 days 00:00:00.153023,10.0,50.0,0.76,0.29000000000000004,-20.0,0.86,30.0,COMPLETE,,,,,,,,,
682.0,0.0,2024-04-12 13:00:18.958305,2024-04-12 13:00:19.121328,0 days 00:00:00.163023,30.0,20.0,0.56,0.51,-10.0,0.72,80.0,COMPLETE,,,,,,,,,
683.0,0.0,2024-04-12 13:00:19.122304,2024-04-12 13:00:19.276028,0 days 00:00:00.153724,40.0,10.0,0.94,0.03,-20.0,0.28,20.0,COMPLETE,,,,,,,,,
684.0,0.0,2024-04-12 13:00:19.277003,2024-04-12 13:00:19.462029,0 days 00:00:00.185026,10.0,100.0,0.12000000000000001,0.41000000000000003,-50.0,0.18,90.0,COMPLETE,,,,,,,,,
